4850
3471	3557	2	0	0
3471	3557	2	0	1
5658	5759	2	0	2
5664	5759	2	0	0
5664	5759	2	0	1
10905	10992	2	0	0
10905	10992	2	0	1
10905	10992	2	0	2
14813	14997	2	0	1
14813	15216	2	0	0
14813	15216	2	0	2
15022	15216	2	0	1
18492	18545	2	0	0
18492	18545	2	0	1
18492	18695	2	0	2
23367	23964	1	1	3
23852	23964	1	1	4
27359	27466	1	1	3
30767	30848	1	1	3
30767	30848	1	1	4
33299	33428	1	1	3
33299	33428	1	1	4
38650	38756	1	1	3
38650	38756	1	1	4
39745	39930	1	1	3
39745	40112	1	1	4
96217	96362	2	2	5
112762	113036	2	3	13
113086	113344	2	3	13
113361	113498	2	3	13
121144	123045	2	2	6
121145	122408	2	2	7
121146	121864	2	2	8
121146	123045	2	2	9
121915	123045	2	2	8
122997	123045	2	2	7
122997	123045	2	2	10
128197	128289	2	2	5
128197	128289	2	2	6
128197	128289	2	2	7
128197	128289	2	2	8
128197	128289	2	2	9
128197	128289	2	2	10
131005	131113	2	2	5
131005	131113	2	2	6
131005	131113	2	2	7
131005	131113	2	2	8
131005	131113	2	2	9
131005	131113	2	2	10
132485	132691	2	2	5
132485	132691	2	2	6
132485	132691	2	2	7
132485	132691	2	2	8
132485	132691	2	2	9
132485	132691	2	2	10
147380	147472	2	2	5
147380	147472	2	2	6
147380	147472	2	2	8
147380	147472	2	2	9
147380	147472	2	2	10
151420	151592	2	2	5
151420	151592	2	2	6
151420	151592	2	2	7
151420	151592	2	2	8
151420	151592	2	2	9
151420	151592	2	2	10
160329	160430	2	2	5
160329	160430	2	2	7
160329	160430	2	2	8
160329	160430	2	2	9
160329	160430	2	2	10
166075	170667	2	2	11
171199	171215	2	2	12
171675	171855	2	2	5
171675	171855	2	2	6
171675	171855	2	2	7
171675	171855	2	2	8
171675	171855	2	2	9
171675	171855	2	2	10
171675	171855	2	2	11
171675	171855	2	2	12
174033	174468	2	2	10
174033	175754	2	2	5
174033	175754	2	2	6
174033	175754	2	2	7
174033	175754	2	2	8
174033	175754	2	2	9
174033	175754	2	2	11
174033	175754	2	2	12
174649	175754	2	2	10
186320	186715	2	2	9
186692	186747	2	2	6
186692	186769	2	2	7
186692	186776	2	2	8
186692	186784	2	2	5
186692	186784	2	2	10
186692	186784	2	2	11
186692	186784	2	2	12
198991	199130	1	4	14
199230	200178	1	4	15
199777	200178	1	4	14
200363	200659	1	4	14
200363	200659	1	4	15
201337	201397	1	4	14
201337	201397	1	4	15
201610	201867	1	4	14
201610	201867	1	4	15
203745	203805	1	4	14
203745	203805	1	4	15
204308	204438	1	4	14
204308	204438	1	4	15
204560	204729	1	4	14
204560	204729	1	4	15
204845	205061	1	4	14
204845	205061	1	4	15
206405	207200	1	4	14
206405	207200	1	4	15
207602	207719	1	4	14
207602	207719	1	4	15
207807	207827	1	4	15
207807	208446	1	4	14
209392	211341	1	4	15
352195	352211	1	5	16
353173	353330	1	5	16
353418	354114	1	5	16
354823	355014	1	5	16
355131	355352	1	5	16
355580	355774	1	5	16
355933	356071	1	5	16
470505	470857	1	6	17
470992	471183	1	6	17
471794	471858	1	6	17
474079	475344	1	6	17
512677	513672	2	7	18
512677	513672	2	7	19
512678	513672	2	7	20
513372	513672	2	7	21
513492	513672	2	7	22
515025	515138	2	7	18
515025	515138	2	7	19
515025	515138	2	7	20
515025	515138	2	7	22
515025	516154	2	7	21
515936	516154	2	7	18
515936	516154	2	7	19
515936	516154	2	7	20
515936	516154	2	7	22
516469	516594	2	7	18
516469	516594	2	7	19
516469	516594	2	7	20
516469	516594	2	7	21
516469	516594	2	7	22
517095	517171	2	7	18
517095	517171	2	7	19
517095	517171	2	7	20
517095	517171	2	7	21
517095	517171	2	7	22
518532	518615	2	7	18
518532	518615	2	7	19
518532	518615	2	7	20
518532	518615	2	7	21
518532	518615	2	7	22
525827	526000	2	7	18
525827	526000	2	7	19
525827	526000	2	7	20
525827	526000	2	7	21
525827	526000	2	7	22
527369	527437	2	7	18
527369	527437	2	7	19
527369	527437	2	7	20
527369	527437	2	7	21
527369	527437	2	7	22
528442	528471	2	7	18
528442	528471	2	7	20
528442	528471	2	7	21
528442	528471	2	7	22
529491	529593	2	7	18
529491	529593	2	7	19
529491	529593	2	7	20
529491	529593	2	7	21
529491	529593	2	7	22
530334	530448	2	7	18
530334	530448	2	7	19
530334	530448	2	7	20
530334	530448	2	7	21
530334	530448	2	7	22
531641	531777	2	7	18
531641	531777	2	7	19
531641	531777	2	7	20
531641	531777	2	7	21
531641	531777	2	7	22
532235	532332	2	7	18
532235	532332	2	7	19
532235	532332	2	7	20
532235	532332	2	7	21
532235	532332	2	7	22
534368	534457	2	7	18
534368	534457	2	7	19
534368	534457	2	7	20
534368	534457	2	7	21
534368	534457	2	7	22
534743	534844	2	7	18
534743	534844	2	7	19
534743	534844	2	7	20
534743	534844	2	7	21
534743	534844	2	7	22
535734	535868	2	7	19
535734	535873	2	7	20
535734	535873	2	7	21
535734	535873	2	7	22
537845	538013	2	7	18
537845	538013	2	7	19
537845	538013	2	7	20
537845	538013	2	7	21
537845	538013	2	7	22
538423	538473	2	7	22
540858	540885	2	7	19
540858	540885	2	7	21
540858	540895	2	7	18
540858	540957	2	7	20
541027	541134	1	8	23
546500	546706	1	8	23
549710	549868	1	8	23
551770	551880	1	8	23
555354	555768	1	9	24
556721	557012	1	9	25
556721	557012	1	9	26
557077	557437	1	9	27
559998	560104	1	9	24
559998	560104	1	9	25
559998	560104	1	9	26
559998	560104	1	9	27
563366	563496	1	9	24
563366	563496	1	9	25
563366	563496	1	9	26
563366	563496	1	9	27
564096	564179	1	9	24
564096	564179	1	9	25
564096	564179	1	9	26
564102	564179	1	9	27
565193	565326	1	9	24
565193	565326	1	9	25
565193	565326	1	9	26
565193	565326	1	9	27
565416	565565	1	9	24
565416	565565	1	9	25
565416	565565	1	9	26
565416	565565	1	9	27
566063	566172	1	9	24
566063	566172	1	9	25
566063	566172	1	9	26
566063	566172	1	9	27
567698	567851	1	9	24
567698	567851	1	9	25
567698	567851	1	9	26
567698	567851	1	9	27
570480	570635	1	9	24
570480	570635	1	9	25
570480	570635	1	9	27
574880	574988	1	9	24
574880	574988	1	9	25
574880	574988	1	9	26
574880	574988	1	9	27
575257	575445	1	9	24
575257	575445	1	9	25
575257	575445	1	9	26
575257	575445	1	9	27
575724	578137	2	10	28
576520	576705	1	9	27
576520	578328	1	9	24
576520	578328	1	9	25
576520	578328	1	9	26
578374	578430	2	10	28
578464	578587	1	11	29
586691	586743	1	11	29
586840	586886	1	11	29
593017	593155	1	11	29
598024	598148	1	11	29
600485	600607	1	11	29
601786	601837	1	11	29
602985	603055	1	11	29
604246	604354	1	11	29
608275	608356	1	11	29
609237	609328	1	11	29
610174	610241	1	11	29
610472	610593	1	11	29
611257	611339	1	11	29
617144	617222	1	11	29
618933	619010	1	11	29
626316	626413	1	11	29
627724	627813	1	11	29
631452	631573	1	11	29
632858	632991	1	11	29
633491	633588	1	11	29
635132	635253	1	11	29
641933	642030	1	11	29
643374	643476	1	11	29
653584	653682	1	11	29
719871	719927	1	11	29
855023	855361	1	12	30
855034	855361	1	12	31
857885	857959	1	12	30
857885	857959	1	12	31
857885	857959	1	12	32
859844	860400	1	12	30
859844	860400	1	12	31
859844	860400	1	12	32
861463	861547	1	12	30
861463	861547	1	12	31
861463	861547	1	12	32
863469	863665	1	12	30
863469	863665	1	12	31
863469	863665	1	12	32
865766	865906	1	12	30
865766	865906	1	12	31
865766	865906	1	12	32
866506	866599	1	12	30
866506	866599	1	12	31
866506	866599	1	12	32
867481	867648	1	12	30
867481	867648	1	12	31
867481	867648	1	12	32
867858	868034	1	12	30
867858	868034	1	12	31
867858	868034	1	12	32
868719	868892	1	12	30
868719	868892	1	12	31
868719	868892	1	12	32
869320	869447	1	12	30
869320	869447	1	12	31
869320	869447	1	12	32
869526	869678	1	12	30
869526	869678	1	12	31
869526	869678	1	12	32
870179	870397	1	12	30
870179	870397	1	12	31
870179	870397	1	12	32
871772	871879	1	12	30
871772	871879	1	12	31
871772	871879	1	12	32
872609	872768	1	12	30
872609	872768	1	12	31
872609	872768	1	12	32
874063	874181	1	12	30
874063	874181	1	12	31
874063	874181	1	12	32
874626	874860	1	12	30
874626	874860	1	12	31
874626	874860	1	12	32
876037	876264	1	12	30
876037	876264	1	12	31
876037	876264	1	12	32
876706	876977	1	12	30
876706	876977	1	12	31
876706	876977	1	12	32
877433	877530	1	12	30
877433	877530	1	12	32
878174	878313	1	12	30
878174	878313	1	12	31
878174	878313	1	12	32
880554	882180	1	12	31
880554	882460	1	12	30
880554	883693	1	12	32
919553	922125	2	13	33
922816	922983	2	13	33
923824	923963	2	13	33
924295	924548	2	13	33
1013706	1013801	2	14	34
1193166	1194617	2	15	35
1194553	1194617	2	15	36
1196650	1196687	2	15	35
1196650	1196687	2	15	36
1197262	1197469	2	15	36
1203493	1203767	2	15	35
1203493	1203767	2	15	36
1204567	1204666	2	15	35
1204567	1204666	2	15	36
1233509	1233591	2	15	35
1233509	1233591	2	15	36
1239432	1239618	2	15	35
1239432	1239618	2	15	36
1262951	1263025	2	15	35
1262951	1263025	2	15	36
1263525	1263575	2	15	36
1263525	1263608	2	15	35
1266317	1266364	2	15	35
1266317	1266364	2	15	36
1279136	1279235	2	15	35
1279136	1279235	2	15	36
1279865	1279971	2	15	35
1279865	1279971	2	15	36
1289186	1289357	2	15	35
1289186	1289357	2	15	36
1332406	1332690	2	15	36
1332406	1332693	2	15	35
1340182	1340262	2	16	37
1414133	1414318	1	17	38
1414133	1414318	1	17	39
1419614	1419658	1	17	38
1419680	1419812	1	17	38
1419680	1419812	1	17	39
1420713	1420770	1	17	38
1420713	1420818	1	17	39
1420825	1421021	1	17	38
1420879	1421021	1	17	39
1421702	1423269	1	17	38
1421702	1423269	1	17	39
1495817	1496218	1	18	40
1496031	1496218	1	18	41
1500732	1503111	1	18	41
1505832	1505849	1	18	41
1506916	1507000	1	18	41
1507095	1507229	1	18	41
1507626	1507778	1	18	40
1507626	1507778	1	18	41
