1	3559	5664	-	1
1	5761	10905	-	1
1	10994	14813	-	1
1	14999	15022	-	1
1	15218	18492	-	1
1	23966	27359	+	2
1	23966	30767	+	2
1	27468	30767	+	2
1	30850	33299	+	2
1	33430	38650	+	2
1	38758	39745	+	2
1	96364	128197	-	3
1	113038	113086	-	4
1	113346	113361	-	4
1	121866	121915	-	3
1	122410	122997	-	3
1	123047	128197	-	3
1	128291	131005	-	3
1	131115	132485	-	3
1	132693	147380	-	3
1	132693	151420	-	3
1	147474	151420	-	3
1	151594	160329	-	3
1	151594	171675	-	3
1	160432	171675	-	3
1	170669	171675	-	3
1	171217	171675	-	3
1	171857	174033	-	3
1	174470	174649	-	3
1	175756	186320	-	3
1	175756	186692	-	3
1	199132	199777	+	5
1	200180	200363	+	5
1	200661	201337	+	5
1	201399	201610	+	5
1	201869	203745	+	5
1	203807	204308	+	5
1	204440	204560	+	5
1	204731	204845	+	5
1	205063	206405	+	5
1	207202	207602	+	5
1	207721	207807	+	5
1	207829	209392	+	5
1	352213	353173	+	6
1	353332	353418	+	6
1	354116	354823	+	6
1	355016	355131	+	6
1	355354	355580	+	6
1	355776	355933	+	6
1	470859	470992	+	7
1	471185	471794	+	7
1	471860	474079	+	7
1	513674	515025	-	8
1	515140	515936	-	8
1	516156	516469	-	8
1	516596	517095	-	8
1	517173	518532	-	8
1	518617	525827	-	8
1	526002	527369	-	8
1	527439	528442	-	8
1	527439	529491	-	8
1	528473	529491	-	8
1	529595	530334	-	8
1	530450	531641	-	8
1	531779	532235	-	8
1	532334	534368	-	8
1	534459	534743	-	8
1	534846	535734	-	8
1	534846	537845	-	8
1	535870	537845	-	8
1	535875	537845	-	8
1	538015	538423	-	8
1	538015	540858	-	8
1	541136	546500	+	9
1	546708	549710	+	9
1	549870	551770	+	9
1	555770	559998	+	10
1	557014	559998	+	10
1	557439	559998	+	10
1	560106	563366	+	10
1	563498	564096	+	10
1	563498	564102	+	10
1	564181	565193	+	10
1	565328	565416	+	10
1	565567	566063	+	10
1	566174	567698	+	10
1	567853	570480	+	10
1	567853	574880	+	10
1	570637	574880	+	10
1	574990	575257	+	10
1	575447	576520	+	10
1	578139	578374	-	11
1	578589	586691	+	12
1	586745	586840	+	12
1	586888	593017	+	12
1	593157	598024	+	12
1	598150	600485	+	12
1	600609	601786	+	12
1	601839	602985	+	12
1	603057	604246	+	12
1	604356	608275	+	12
1	608358	609237	+	12
1	609330	610174	+	12
1	610243	610472	+	12
1	610595	611257	+	12
1	611341	617144	+	12
1	617224	618933	+	12
1	619012	626316	+	12
1	626415	627724	+	12
1	627815	631452	+	12
1	631575	632858	+	12
1	632993	633491	+	12
1	633590	635132	+	12
1	635255	641933	+	12
1	642032	643374	+	12
1	643478	653584	+	12
1	653684	719871	+	12
1	855363	857885	+	13
1	857961	859844	+	13
1	860402	861463	+	13
1	861549	863469	+	13
1	863667	865766	+	13
1	865908	866506	+	13
1	866601	867481	+	13
1	867650	867858	+	13
1	868036	868719	+	13
1	868894	869320	+	13
1	869449	869526	+	13
1	869680	870179	+	13
1	870399	871772	+	13
1	871881	872609	+	13
1	872770	874063	+	13
1	874183	874626	+	13
1	874862	876037	+	13
1	876266	876706	+	13
1	876979	877433	+	13
1	876979	878174	+	13
1	877532	878174	+	13
1	878315	880554	+	13
1	922127	922816	-	14
1	922985	923824	-	14
1	923965	924295	-	14
1	1194619	1196650	-	16
1	1196689	1197262	-	16
1	1196689	1203493	-	16
1	1197471	1203493	-	16
1	1203769	1204567	-	16
1	1204668	1233509	-	16
1	1233593	1239432	-	16
1	1239620	1262951	-	16
1	1263027	1263525	-	16
1	1263577	1266317	-	16
1	1263610	1266317	-	16
1	1266366	1279136	-	16
1	1279237	1279865	-	16
1	1279973	1289186	-	16
1	1289359	1332406	-	16
1	1414320	1419614	+	18
1	1414320	1419680	+	18
1	1419660	1419680	+	18
1	1419814	1420713	+	18
1	1420772	1420825	+	18
1	1420820	1420879	+	18
1	1421023	1421702	+	18
1	1496220	1500732	+	19
1	1496220	1507626	+	19
1	1503113	1505832	+	19
1	1505851	1506916	+	19
1	1507002	1507095	+	19
1	1507231	1507626	+	19
1	1507780	1508375	+	19
1	1508512	1510451	+	19
1	1508512	1510452	+	19
1	1510543	1513686	+	19
1	1513767	1514056	+	19
1	1514134	1515014	+	19
1	1515202	1515300	+	19
1	1515457	1515993	+	19
1	1516060	1516258	+	19
1	1516328	1516855	+	19
1	1517031	1517610	+	19
1	1517899	1519441	+	19
1	1519522	1520105	+	19
1	1527670	1527930	-	20
1	1528087	1528411	-	20
1	1528551	1530101	-	20
1	1530274	1531347	-	20
1	1531522	1535190	-	20
1	1535329	1536756	-	20
1	1536832	1537740	-	20
1	1582187	1584179	-	21
1	1585128	1585828	-	21
1	1586009	1586304	-	21
1	1586397	1586977	-	21
1	1587173	1588147	-	21
1	1588267	1588645	-	21
1	1588720	1588881	-	21
1	1588948	1600086	-	21
1	1600174	1602650	-	21
1	1602755	1606214	-	21
1	1606414	1608254	-	21
1	1608399	1609720	-	21
1	1609987	1610327	-	21
1	1610423	1611008	-	21
1	1611155	1611854	-	21
1	1611155	1614002	-	21
1	1611876	1614002	-	21
1	1614209	1614321	-	21
1	1614384	1617344	-	21
1	1617464	1619969	-	21
1	1620040	1625112	-	21
1	1625376	1626217	-	21
1	1626313	1630289	-	21
1	1626313	1633213	-	21
1	1630335	1633213	-	21
1	1633382	1634703	-	21
1	1634816	1639165	-	21
1	1639324	1654691	-	21
1	1654853	1657902	-	21
1	1658067	1659534	-	21
1	1659651	1663597	-	21
1	1663794	1664543	-	21
1	1663794	1697099	-	21
1	1663794	1698343	-	21
1	1920838	1939606	+	23
1	1930171	1939606	+	23
1	1938531	1939606	+	23
1	1939737	1944519	+	23
1	1943591	1944519	+	23
1	1944702	1946263	+	23
1	1946494	1948389	+	23
1	1948516	1950090	+	23
1	1950306	1950779	+	23
1	1950916	1951922	+	23
1	1952055	1957442	+	23
1	1974768	1974808	+	24
1	1974954	1974978	+	24
1	1975448	1975687	+	24
1	1975905	1975939	+	24
1	1976059	1976075	+	24
1	1986454	1987270	-	25
1	1987372	1988822	-	25
1	1988902	1989348	-	25
1	1989505	1992318	-	25
1	1992529	1995992	-	25
