2001	99
3558	5663	2	0	1	2
5760	10904	2	0	2	2
10993	14812	2	0	0	2
14998	15021	4	0	6	2
15217	18491	2	1	3	2
23965	27358	1	1	0	1
23965	30766	1	1	0	1
27467	30766	1	0	0	1
30849	33298	1	2	0	1
33429	38649	1	3	1	1
38757	39744	1	5	2	1
96363	128196	2	0	3	2
113037	113085	4	0	1	2
113345	113360	4	0	1	2
121865	121914	0	0	1	2
122408	122995	0	1	1	2
123046	128196	2	1	3	2
128290	131004	2	1	3	2
131114	132484	2	0	0	2
132692	147379	2	0	2	2
132692	151419	2	0	3	2
147473	151419	2	2	5	2
151593	160328	2	1	3	2
151593	171674	2	1	2	2
160431	171674	2	4	2	2
170668	171674	2	0	2	2
171216	171674	2	0	2	2
171856	174032	2	2	3	2
174420	174599	0	49	22	2
175755	186319	0	0	5	2
175755	186691	2	0	2	2
199131	199776	0	0	2	1
200179	200362	1	3	2	1
200660	201336	1	1	1	1
201398	201609	1	4	0	1
201868	203744	1	0	0	1
203806	204307	1	0	2	1
204439	204559	1	1	0	1
204730	204844	1	1	1	1
205062	206404	1	1	2	1
207201	207601	1	1	0	1
207720	207806	1	2	2	1
207826	209389	0	2	2	1
352212	353172	0	0	0	1
353331	353417	1	2	2	1
354115	354822	1	3	1	1
355015	355130	1	1	0	1
355353	355579	0	0	0	1
355775	355932	1	1	0	1
470858	470991	1	2	0	1
471184	471793	1	3	0	1
471859	474078	1	2	1	1
513673	515024	2	2	2	2
515139	515935	2	0	2	2
516155	516468	2	2	0	2
516595	517094	2	0	1	2
517172	518531	2	2	3	2
518616	525826	2	1	2	2
526001	527368	2	1	1	2
527438	528441	2	0	0	2
527438	529490	2	0	2	2
528472	529490	2	0	2	2
529594	530333	2	2	6	2
530449	531640	4	0	1	2
531778	532234	2	3	0	2
532333	534367	2	0	1	2
534458	534742	2	3	0	2
534845	535733	2	0	2	2
534845	537844	2	0	3	2
535869	537844	2	1	3	2
535874	537844	2	0	2	2
538014	538422	2	0	2	2
538014	540857	2	0	2	2
541135	546499	1	0	0	1
546707	549709	1	2	1	1
549869	551769	1	0	0	1
555769	559997	1	2	1	1
557013	559997	1	2	1	1
557438	559997	1	2	1	1
560105	563365	1	1	0	1
563497	564095	1	2	0	1
563497	564101	1	2	0	1
564180	565192	1	3	2	1
565327	565415	1	1	0	1
565566	566062	1	0	2	1
566173	567697	1	2	3	1
567852	570479	1	1	1	1
567852	574879	1	1	0	1
570636	574879	1	2	0	1
574989	575256	1	1	1	1
575446	576519	1	2	2	1
578138	578373	2	1	1	2
578588	586690	1	4	2	1
586744	586839	1	2	0	1
586887	593016	1	4	0	1
593156	598023	1	1	1	1
598149	600484	1	2	0	1
600608	601785	1	3	2	1
601838	602984	1	3	0	1
603056	604245	1	4	0	1
604355	608274	1	2	0	1
608357	609236	1	0	1	1
609329	610173	1	1	0	1
610242	610471	1	2	1	1
610594	611256	1	2	0	1
611340	617143	1	1	0	1
617223	618932	1	1	0	1
619011	626315	1	1	0	1
626414	627723	1	3	1	1
627814	631451	1	2	2	1
631574	632857	1	1	1	1
632992	633490	1	2	3	1
633589	635131	1	0	0	1
635254	641932	1	0	1	1
642031	643373	1	2	2	1
643477	653583	1	0	1	1
653683	719870	1	3	0	1
855362	857884	1	5	1	1
857960	859843	1	1	0	1
860401	861462	1	1	1	1
861548	863468	1	2	0	1
863666	865765	1	1	0	1
865907	866505	1	1	0	1
866600	867480	1	0	0	1
867649	867857	1	0	0	1
868035	868718	1	1	0	1
868893	869319	1	2	0	1
869448	869525	1	2	0	1
869679	870178	1	4	3	1
870398	871771	1	2	1	1
871880	872608	1	2	1	1
872769	874062	1	1	0	1
874182	874625	1	4	0	1
874861	876036	1	1	3	1
876265	876705	1	1	2	1
876978	877432	1	2	2	1
876978	878173	1	3	0	1
877531	878173	1	2	0	1
878314	880553	1	2	0	1
922126	922815	2	1	3	2
922984	923823	2	0	1	2
923964	924294	2	0	4	2
1194618	1196649	2	0	3	2
1196688	1197261	4	0	2	2
1196688	1203492	2	0	0	2
1197470	1203492	2	2	0	2
1203768	1204566	2	1	3	2
1204667	1233508	2	2	2	2
1233592	1239431	2	3	4	2
1239619	1262950	2	0	3	2
1263026	1263524	2	0	2	2
1263576	1266316	2	0	3	2
1263609	1266316	2	0	2	2
1266365	1279135	2	1	3	2
1279236	1279864	2	2	3	2
1279972	1289185	2	0	2	2
1289358	1332405	2	0	1	2
1414319	1419613	3	0	0	1
1414319	1419679	3	0	0	1
1419659	1419679	3	0	0	1
1419813	1420712	1	1	1	1
1420771	1420824	1	0	0	1
1420819	1420878	1	0	1	1
1421022	1421701	1	3	2	1
1496219	1500731	1	3	1	1
1496219	1507625	1	3	0	1
1503112	1505831	1	2	0	1
1505850	1506915	3	2	1	1
1507001	1507094	1	4	0	1
1507230	1507625	1	0	0	1
1507779	1508374	1	2	1	1
1508509	1510449	0	2	0	1
1508511	1510450	1	1	3	1
1510542	1513685	1	0	0	1
1513766	1514055	1	0	1	1
1514133	1515013	1	3	0	1
1515201	1515299	1	1	4	1
1515456	1515992	1	2	1	1
1516059	1516257	1	3	1	1
1516327	1516854	1	1	1	1
1517030	1517609	1	2	0	1
1517898	1519440	1	2	0	1
1519521	1520104	1	3	1	1
1527669	1527929	2	1	1	2
1528086	1528410	2	3	1	2
1528550	1530100	4	0	0	2
1530273	1531346	2	2	0	2
1531521	1535189	2	1	6	2
1535328	1536755	2	2	1	2
1536831	1537739	4	0	1	2
1582186	1584178	2	0	1	2
1585127	1585827	2	0	3	2
1586008	1586303	2	1	2	2
1586396	1586976	2	0	0	2
1587172	1588146	2	0	0	2
1588266	1588644	2	1	2	2
1588719	1588880	2	1	1	2
1588947	1600085	2	1	2	2
1600173	1602649	2	1	1	2
1602754	1606213	2	1	2	2
1606413	1608253	2	1	1	2
1608398	1609719	2	1	3	2
1609986	1610326	2	0	2	2
1610422	1611007	2	0	0	2
1611154	1611853	2	0	2	2
1611154	1614001	2	0	3	2
1611875	1614001	2	1	5	2
1614208	1614320	2	0	1	2
1614383	1617343	2	0	3	2
1617463	1619968	2	1	2	2
1620039	1625111	2	0	1	2
1625375	1626216	2	0	5	2
1626312	1630288	2	0	2	2
1626312	1633212	2	0	3	2
1630334	1633212	2	1	5	2
1633381	1634702	2	1	2	2
1634815	1639164	2	2	1	2
1639323	1654690	2	2	1	2
1654852	1657901	2	0	0	2
1658066	1659533	2	0	2	2
1659650	1663596	2	0	2	2
1663793	1664542	2	1	0	2
1663793	1697098	2	1	1	2
1663793	1698342	2	1	2	2
1920837	1939605	1	1	0	1
1930170	1939605	1	3	0	1
1938530	1939605	1	3	0	1
1939736	1944518	1	3	0	1
1943590	1944518	3	4	0	1
1944701	1946262	1	1	4	1
1946493	1948388	1	2	1	1
1948515	1950089	1	1	1	1
1950305	1950778	1	1	0	1
1950915	1951921	1	1	1	1
1952054	1957441	1	1	0	1
1974767	1974807	3	1	1	1
1974953	1974977	3	0	2	1
1975447	1975686	1	0	1	1
1975904	1975938	1	0	0	1
1976058	1976074	1	1	0	1
1986453	1987269	2	0	3	2
1987371	1988821	2	0	1	2
1988901	1989347	2	0	2	2
1989504	1992317	2	0	4	2
1992528	1995991	2	0	1	2
2019725	2019807	2	1	0	2
2070636	2074676	3	1	1	1
2074642	2074708	3	0	0	1
2074794	2074836	1	0	0	1
2074796	2074810	1	0	0	1
2096006	2097580	2	0	2	2
2097678	2098659	2	0	3	2
2098700	2101546	2	1	2	2
2101616	2103121	2	2	2	2
2103235	2104931	2	1	1	2
2105156	2111125	2	1	3	2
2105156	2113532	2	1	3	2
2111186	2113532	2	0	2	2
2113614	2116389	2	1	2	2
2116528	2116966	2	0	1	2
2117056	2117531	2	1	1	2
2117587	2119949	2	0	2	2
2120004	2120656	2	1	3	2
2146634	2147152	1	1	1	1
2146922	2147152	1	1	1	1
2147318	2149551	1	2	0	1
2149613	2151806	1	0	1	1
2151863	2153171	3	1	2	1
2153230	2155844	1	2	1	1
2155919	2159163	1	1	1	1
2159278	2161089	1	2	0	1
2161136	2162924	1	3	0	1
2161136	2163682	1	2	1	1
2163000	2163682	1	1	1	1
2163761	2163814	0	1	2	1
2204034	2207819	1	2	1	1
2207880	2262100	1	2	1	1
2262012	2262100	1	1	1	1
2262152	2436563	1	2	1	1
2321103	2436563	1	0	1	1
2323419	2436563	1	1	1	1
2374220	2436563	1	1	1	1
2375361	2436563	1	2	1	1
2375361	2441931	1	2	2	1
2436681	2441931	1	2	3	1
2442014	2457744	1	2	0	1
2457826	2460604	1	1	0	1
2460685	2461654	1	2	2	1
2461762	2464307	1	0	0	1
2464346	2466668	1	2	0	1
2466812	2469877	1	1	0	1
2469949	2471567	1	0	0	1
2471657	2486443	1	1	2	1
2486509	2492454	1	0	0	1
2492558	2497078	1	3	0	1
2497210	2498649	1	5	0	1
2498776	2506523	1	2	0	1
2506614	2507248	1	0	2	1
2507407	2509096	0	0	1	1
2509260	2512507	1	2	2	1
2509260	2514524	1	2	0	1
2512585	2514524	1	1	0	1
2514642	2517939	1	2	1	1
2518078	2519629	1	2	1	1
2541699	2549444	1	2	1	1
2549449	2551156	1	0	0	1
2551254	2551895	1	1	0	1
2552029	2552362	1	0	1	1
2568554	2570290	2	0	1	2
2570305	2572789	2	0	0	2
2572799	2572972	2	0	0	2
2572988	2574775	5	0	0	2
2574811	2581955	0	0	0	2
2576954	2585687	1	2	2	1
2585775	2586618	1	0	1	1
2586702	2587776	1	3	0	1
2587859	2588777	1	0	0	1
2588814	2590419	1	1	0	1
2590479	2591683	1	1	3	1
2591714	2592991	1	1	1	1
2599792	2601555	3	0	2	1
2601936	2601946	3	0	0	1
2608927	2610532	0	0	0	1
2610650	2611916	0	0	3	1
2612177	2612282	1	1	0	1
2612533	2613588	1	1	1	1
2677629	2677937	0	0	1	1
2678099	2678321	0	0	1	1
2678818	2679493	0	0	0	1
2716773	2717186	3	0	0	1
2717370	2717859	1	3	1	1
2718125	2719098	1	3	0	1
2719234	2719952	1	2	0	1
2720015	2720134	1	2	0	1
2720197	2721784	1	0	0	1
2720197	2721787	1	0	1	1
2721962	2722990	1	0	0	1
2723121	2724701	1	3	0	1
2776995	2781854	2	2	3	2
2780327	2781854	2	0	3	2
2782082	2782487	2	1	2	2
2782604	2782724	2	2	0	2
2882475	3073441	1	2	0	1
3073577	3238762	1	3	2	1
3121132	3238762	1	0	2	1
3238892	3285107	1	2	0	1
3285137	3302130	1	1	0	1
3302252	3302751	1	1	0	1
3302802	3314470	1	0	0	1
3314612	3319772	1	1	1	1
3319929	3321369	1	2	2	1
3321421	3322207	1	4	5	1
3322267	3324411	1	0	0	1
3324464	3331634	1	1	0	1
3331778	3334389	1	2	0	1
3334483	3337269	1	3	1	1
3337457	3351464	1	0	0	1
3351608	3353938	1	0	2	1
3354023	3355457	1	1	0	1
3355609	3359193	1	2	0	1
3359350	3368365	1	2	0	1
3368539	3383385	1	3	0	1
3383497	3386466	1	2	1	1
3409332	3409366	3	0	2	1
3409637	3409657	1	2	0	1
3409854	3410671	1	3	1	1
3410837	3415154	3	0	0	1
3415280	3421468	1	2	0	1
3421677	3424189	1	2	0	1
4732918	4733373	0	1	2	2
4738547	4742477	2	0	2	2
4742553	4745306	2	2	3	2
4743339	4745306	2	3	4	2
4744599	4745306	2	0	3	2
4745583	4746967	2	0	0	2
4745607	4746967	2	0	0	2
4747056	4775753	2	1	0	2
4775898	4806599	2	1	2	2
4775898	4822370	2	1	2	2
4775898	4843271	2	1	0	2
4806639	4822370	2	2	2	2
4822488	4843271	2	0	0	2
4843415	4881814	2	0	2	2
4843415	4883098	2	0	2	2
4968385	5181122	2	0	1	2
5181273	5206928	2	0	0	2
5207101	5396370	2	3	2	2
5396506	5464742	2	2	0	2
5679030	5698508	1	0	0	1
5698673	5858868	1	3	0	1
5859098	5922519	1	1	0	1
5859098	5922522	1	1	0	1
5922642	6068630	1	3	1	1
6068715	6138010	1	0	1	1
6138127	6291151	1	3	1	1
6291289	6511280	1	1	0	1
6511343	6525101	1	4	0	1
6511343	6692613	1	4	0	1
6525252	6692613	1	1	0	1
6692698	6724331	1	3	1	1
6724450	6729732	1	1	3	1
6772564	6807713	1	2	2	1
6807979	6864825	1	0	0	1
6864996	6872711	1	1	1	1
6872874	6873186	1	0	0	1
6873341	6876094	1	3	0	1
6876198	6878281	1	2	1	1
6878358	6880545	1	2	1	1
6880676	6880726	0	5	3	1
6880745	6883017	1	1	0	1
6891771	6893109	2	5	2	2
6893290	6895015	2	0	2	2
6895123	6896012	2	0	2	2
6896136	6898047	2	1	2	2
6898208	6899086	2	1	0	2
6899204	6900698	2	0	2	2
6900770	6902047	2	1	1	2
6902240	6904726	2	0	1	2
6904808	6905473	2	0	1	2
6905575	6908551	2	1	3	2
6905575	6909503	2	1	3	2
6908699	6909503	2	0	3	2
6909601	6912978	2	0	3	2
6913046	6914022	2	0	1	2
6914102	6914304	2	2	2	2
6914439	6914921	2	0	2	2
6915084	6917399	2	0	2	2
6917550	6918809	2	3	3	2
6919073	6920997	1	0	0	1
6919077	6920968	2	3	2	2
6921039	6921125	3	0	1	1
6921053	6921139	2	1	2	2
6921189	6922925	3	0	0	1
6921240	6922949	2	1	2	2
6923058	6926577	3	0	2	1
6923067	6926583	2	0	1	2
6926742	6932376	2	2	1	2
6932524	6935647	2	0	4	2
6935891	6951210	2	0	2	2
6952575	6962802	2	0	2	2
6962994	7049429	2	1	2	2
7062508	7067124	1	2	2	1
7067261	7068603	1	5	1	1
7068711	7073510	1	0	0	1
7073626	7075216	1	0	3	1
7075357	7077131	1	2	0	1
7077253	7079656	1	0	0	1
